Timestamp,BatteryPercent,Discharging
1760843053,16,Yes
1760843053,16,Yes
1760843053,16,Yes
1760843053,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843058,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843063,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843068,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843073,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843078,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843083,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843088,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843093,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843098,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843103,16,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843108,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843113,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843118,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843123,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843128,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843133,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843138,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843143,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843148,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843153,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843158,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843163,15,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843168,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843173,14,Yes
1760843178,0,No
1760843178,0,No
1760843766,0,No
1760843766,0,No
1760844403,0,No
1760844403,0,No
