Timestamp,BatteryPercent,Discharging
1760844844,15,Yes
1760844844,15,Yes
1760844844,15,Yes
1760844844,15,Yes
1760844849,15,Yes
1760844849,15,Yes
1760844849,15,Yes
1760844854,15,Yes
1760844854,15,Yes
1760844854,15,Yes
1760844854,15,Yes
1760844854,15,Yes
1760844854,15,Yes
1760844859,15,Yes
1760844859,15,Yes
1760844859,15,Yes
1760844864,15,Yes
1760844864,15,Yes
1760844864,15,Yes
1760844864,15,Yes
1760844864,15,Yes
1760844864,15,Yes
1760844869,15,Yes
1760844869,15,Yes
1760844869,15,Yes
1760844874,14,Yes
1760844874,14,Yes
1760844874,14,Yes
1760844874,14,Yes
1760844874,14,Yes
1760844874,14,Yes
1760844879,14,Yes
1760844879,14,Yes
1760844879,14,Yes
1760844884,14,Yes
1760844884,14,Yes
1760844884,14,Yes
1760844884,14,Yes
1760844884,14,Yes
1760844884,14,Yes
1760844889,14,Yes
1760844889,14,Yes
1760844889,14,Yes
1760844894,14,Yes
1760844894,14,Yes
1760844894,14,Yes
1760844894,14,Yes
1760844894,14,Yes
1760844894,14,Yes
1760844899,14,Yes
1760844899,14,Yes
1760844899,14,Yes
1760844904,14,Yes
1760844904,14,Yes
1760844904,14,Yes
1760844904,14,Yes
1760844904,14,Yes
1760844904,14,Yes
1760844909,14,Yes
1760844909,14,Yes
1760844909,14,Yes
1760844914,14,Yes
1760844914,14,Yes
1760844914,14,Yes
1760844914,14,Yes
1760844914,14,Yes
1760844914,14,Yes
1760844919,14,Yes
1760844919,14,Yes
1760844919,14,Yes
1760844924,14,Yes
1760844924,14,Yes
1760844924,14,Yes
1760844924,14,Yes
1760844924,14,Yes
1760844924,14,Yes
1760844929,14,Yes
1760844929,14,Yes
1760844929,14,Yes
1760844934,13,Yes
1760844934,13,Yes
1760844934,13,Yes
1760844934,13,Yes
1760844934,13,Yes
1760844934,13,Yes
1760844939,13,Yes
1760844939,13,Yes
1760844939,13,Yes
1760844944,13,Yes
1760844944,13,Yes
1760844944,13,Yes
1760844944,13,Yes
1760844944,13,Yes
1760844944,13,Yes
1760844949,13,Yes
1760844949,13,Yes
1760844949,13,Yes
1760844954,13,Yes
1760844954,13,Yes
1760844954,13,Yes
1760844954,13,Yes
1760844954,13,Yes
1760844954,13,Yes
1760844959,13,Yes
1760844959,13,Yes
1760844959,13,Yes
1760844964,13,Yes
1760844964,13,Yes
1760844964,13,Yes
1760844964,13,Yes
1760844964,13,Yes
1760844964,13,Yes
1760844969,13,Yes
1760844969,13,Yes
1760844969,13,Yes
1760844974,13,Yes
1760844974,13,Yes
1760844974,13,Yes
1760844974,13,Yes
1760844974,13,Yes
1760844974,13,Yes
1760844979,13,Yes
1760844979,13,Yes
1760844979,13,Yes
1760844984,13,Yes
1760844984,13,Yes
1760844984,13,Yes
1760844984,13,Yes
1760844984,13,Yes
1760844984,13,Yes
1760844989,13,Yes
1760844989,13,Yes
1760844989,13,Yes
1760844994,12,Yes
1760844994,12,Yes
1760844994,12,Yes
1760844994,12,Yes
1760844994,12,Yes
1760844994,12,Yes
1760844999,12,Yes
1760844999,12,Yes
1760844999,12,Yes
1760845004,0,No
1760845004,0,No
